i,j,sponsor,cosponsor,sponsor_id,cosponsor_id,count
30,5,BD(ND-D),EB(IN-D),14812,49901,0
30,6,BD(ND-D),JB(DE-D),14812,14101,0
30,7,BD(ND-D),JB(NM-D),14812,14912,5
30,8,BD(ND-D),CB(MO-R),14812,15501,0
30,9,BD(ND-D),BB(CA-D),14812,15011,0
30,10,BD(ND-D),SB(KS-R),14812,29523,0
30,11,BD(ND-D),JB(KY-R),14812,15406,0
30,12,BD(ND-D),CB(MT-R),14812,15701,7
30,13,BD(ND-D),RB(WV-D),14812,1366,0
30,14,BD(ND-D),MC(WA-D),14812,39310,17
30,15,BD(ND-D),TC(DE-D),14812,15015,0
30,16,BD(ND-D),LC(RI-R),14812,49905,0
30,17,BD(ND-D),SC(GA-R),14812,29512,0
30,18,BD(ND-D),HC(NY-D),14812,40105,10
30,19,BD(ND-D),TC(MS-R),14812,14009,4
30,20,BD(ND-D),NC(MN-R),14812,40302,5
30,21,BD(ND-D),SC(ME-R),14812,49703,0
30,22,BD(ND-D),KC(ND-D),14812,15502,25
30,23,BD(ND-D),JC(TX-R),14812,40305,0
30,24,BD(ND-D),JC(NJ-D),14812,40104,9
30,25,BD(ND-D),MC(ID-R),14812,29345,5
30,26,BD(ND-D),MD(MN-D),14812,40101,15
30,27,BD(ND-D),MD(OH-R),14812,15020,0
30,28,BD(ND-D),ED(NC-R),14812,40303,0
30,29,BD(ND-D),PD(NM-R),14812,14103,4
30,31,BD(ND-D),RD(IL-D),14812,15021,10
30,32,BD(ND-D),JE(NC-D),14812,49902,0
30,33,BD(ND-D),JE(NV-R),14812,29537,9
30,34,BD(ND-D),ME(WY-R),14812,49706,0
30,35,BD(ND-D),RF(WI-D),14812,49309,0
30,36,BD(ND-D),DF(CA-D),14812,49300,0
30,37,BD(ND-D),PF(IL-R),14812,49900,0
30,38,BD(ND-D),LG(SC-R),14812,29566,0
30,39,BD(ND-D),CG(IA-R),14812,14226,0
30,40,BD(ND-D),CH(NE-R),14812,49704,0
30,41,BD(ND-D),TH(IA-D),14812,14230,5
30,42,BD(ND-D),OH(UT-R),14812,14503,0
30,43,BD(ND-D),KH(TX-R),14812,49306,0
30,44,BD(ND-D),JI(OK-R),14812,15424,0
30,45,BD(ND-D),JJ(VT-I),14812,94240,5
30,46,BD(ND-D),TJ(SD-D),14812,15425,38
30,47,BD(ND-D),EK(MA-D),14812,10808,0
30,48,BD(ND-D),HK(WI-D),14812,15703,0
30,49,BD(ND-D),JK(AZ-R),14812,15429,0
30,50,BD(ND-D),ML(LA-D),14812,49702,11
30,51,BD(ND-D),FL(NJ-D),14812,14914,8
30,52,BD(ND-D),CL(MI-D),14812,14709,10
30,53,BD(ND-D),JL(CT-D),14812,15704,5
30,54,BD(ND-D),BL(AR-D),14812,29305,5
30,55,BD(ND-D),TL(MS-R),14812,14031,4
30,56,BD(ND-D),JM(AZ-R),14812,15039,5
30,57,BD(ND-D),BM(MD-D),14812,14440,4
30,58,BD(ND-D),ZM(GA-D),14812,49904,0
30,59,BD(ND-D),LM(AK-R),14812,40300,4
30,60,BD(ND-D),PM(WA-D),14812,49308,4
30,61,BD(ND-D),BN(FL-D),14812,14651,0
30,62,BD(ND-D),EN(NE-D),14812,40103,0
30,63,BD(ND-D),DN(OK-R),14812,14908,0
30,64,BD(ND-D),MP(AR-D),14812,40301,0
30,65,BD(ND-D),PR(KS-R),14812,14852,0
30,66,BD(ND-D),RS(PA-R),14812,29141,0
30,67,BD(ND-D),PS(MD-D),14812,13039,0
30,68,BD(ND-D),CS(NY-D),14812,14858,5
30,69,BD(ND-D),JS(AL-R),14812,49700,4
30,70,BD(ND-D),RS(AL-R),14812,94659,5
30,71,BD(ND-D),GS(OR-R),14812,49705,0
30,72,BD(ND-D),OS(ME-R),14812,14661,18
30,73,BD(ND-D),DS(MI-D),14812,29732,5
30,74,BD(ND-D),TS(AK-R),14812,12109,20
30,75,BD(ND-D),JS(NH-R),14812,29740,0
30,76,BD(ND-D),JT(MO-R),14812,29369,5
30,77,BD(ND-D),CT(WY-R),14812,15633,0
30,78,BD(ND-D),JW(VA-R),14812,14712,10
30,79,BD(ND-D),RW(OR-D),14812,14871,5
30,80,BD(ND-D),RB(UT-R),14812,49307,5
30,81,BD(ND-D),BC(CO-R),14812,95407,21
30,82,BD(ND-D),LC(ID-R),14812,14809,0
30,83,BD(ND-D),JG(NH-R),14812,14826,4
30,84,BD(ND-D),RL(IN-R),14812,14506,5
30,85,BD(ND-D),AS(PA-R),14812,14910,8
30,86,BD(ND-D),GV(OH-R),14812,49903,0
30,87,BD(ND-D),MB(MT-D),14812,14203,10
30,88,BD(ND-D),JB(LA-D),14812,13056,13
30,89,BD(ND-D),CD(CT-D),14812,14213,0
30,90,BD(ND-D),BG(FL-D),14812,15503,0
30,91,BD(ND-D),EH(SC-D),14812,11204,12
30,92,BD(ND-D),JK(MA-D),14812,14920,10
30,93,BD(ND-D),PL(VT-D),14812,14307,5
30,94,BD(ND-D),JR(WV-D),14812,14922,0
30,95,BD(ND-D),BF(TN-R),14812,49502,0
30,96,BD(ND-D),MM(KY-R),14812,14921,0
30,97,BD(ND-D),TD(SD-D),14812,14617,27
30,98,BD(ND-D),HR(NV-D),14812,15054,8
30,99,BD(ND-D),DI(HI-D),14812,4812,1
30,100,BD(ND-D),JR(RI-D),14812,29142,0
31,1,RD(IL-D),DA(HI-D),15021,14400,10
31,2,RD(IL-D),LA(TN-R),15021,40304,0
31,3,RD(IL-D),AA(CO-R),15021,29108,5
31,4,RD(IL-D),GA(VA-R),15021,29148,5
31,5,RD(IL-D),EB(IN-D),15021,49901,5
31,6,RD(IL-D),JB(DE-D),15021,14101,0
31,7,RD(IL-D),JB(NM-D),15021,14912,10
31,8,RD(IL-D),CB(MO-R),15021,15501,0
31,9,RD(IL-D),BB(CA-D),15021,15011,15
31,10,RD(IL-D),SB(KS-R),15021,29523,0
31,11,RD(IL-D),JB(KY-R),15021,15406,15
31,12,RD(IL-D),CB(MT-R),15021,15701,0
31,13,RD(IL-D),RB(WV-D),15021,1366,0
31,14,RD(IL-D),MC(WA-D),15021,39310,15
31,15,RD(IL-D),TC(DE-D),15021,15015,5
31,16,RD(IL-D),LC(RI-R),15021,49905,0
31,17,RD(IL-D),SC(GA-R),15021,29512,0
31,18,RD(IL-D),HC(NY-D),15021,40105,35
31,19,RD(IL-D),TC(MS-R),15021,14009,0
31,20,RD(IL-D),NC(MN-R),15021,40302,5
31,21,RD(IL-D),SC(ME-R),15021,49703,10
31,22,RD(IL-D),KC(ND-D),15021,15502,10
31,23,RD(IL-D),JC(TX-R),15021,40305,0
31,24,RD(IL-D),JC(NJ-D),15021,40104,20
31,25,RD(IL-D),MC(ID-R),15021,29345,0
31,26,RD(IL-D),MD(MN-D),15021,40101,15
31,27,RD(IL-D),MD(OH-R),15021,15020,5
31,28,RD(IL-D),ED(NC-R),15021,40303,0
31,29,RD(IL-D),PD(NM-R),15021,14103,0
31,30,RD(IL-D),BD(ND-D),15021,14812,5
31,32,RD(IL-D),JE(NC-D),15021,49902,0
31,33,RD(IL-D),JE(NV-R),15021,29537,0
31,34,RD(IL-D),ME(WY-R),15021,49706,0
31,35,RD(IL-D),RF(WI-D),15021,49309,10
31,36,RD(IL-D),DF(CA-D),15021,49300,15
31,37,RD(IL-D),PF(IL-R),15021,49900,30
31,38,RD(IL-D),LG(SC-R),15021,29566,0
31,39,RD(IL-D),CG(IA-R),15021,14226,0
31,40,RD(IL-D),CH(NE-R),15021,49704,0
31,41,RD(IL-D),TH(IA-D),15021,14230,10
31,42,RD(IL-D),OH(UT-R),15021,14503,0
31,43,RD(IL-D),KH(TX-R),15021,49306,0
31,44,RD(IL-D),JI(OK-R),15021,15424,0
31,45,RD(IL-D),JJ(VT-I),15021,94240,15
31,46,RD(IL-D),TJ(SD-D),15021,15425,15
31,47,RD(IL-D),EK(MA-D),15021,10808,25
31,48,RD(IL-D),HK(WI-D),15021,15703,0
31,49,RD(IL-D),JK(AZ-R),15021,15429,0
31,50,RD(IL-D),ML(LA-D),15021,49702,20
31,51,RD(IL-D),FL(NJ-D),15021,14914,35
31,52,RD(IL-D),CL(MI-D),15021,14709,30
31,53,RD(IL-D),JL(CT-D),15021,15704,10
31,54,RD(IL-D),BL(AR-D),15021,29305,5
31,55,RD(IL-D),TL(MS-R),15021,14031,0
31,56,RD(IL-D),JM(AZ-R),15021,15039,5
31,57,RD(IL-D),BM(MD-D),15021,14440,20
31,58,RD(IL-D),ZM(GA-D),15021,49904,0
31,59,RD(IL-D),LM(AK-R),15021,40300,0
31,60,RD(IL-D),PM(WA-D),15021,49308,30
31,61,RD(IL-D),BN(FL-D),15021,14651,5
31,62,RD(IL-D),EN(NE-D),15021,40103,5
31,63,RD(IL-D),DN(OK-R),15021,14908,0
31,64,RD(IL-D),MP(AR-D),15021,40301,5
31,65,RD(IL-D),PR(KS-R),15021,14852,0
31,66,RD(IL-D),RS(PA-R),15021,29141,0
31,67,RD(IL-D),PS(MD-D),15021,13039,5
31,68,RD(IL-D),CS(NY-D),15021,14858,20
31,69,RD(IL-D),JS(AL-R),15021,49700,0
31,70,RD(IL-D),RS(AL-R),15021,94659,0
31,71,RD(IL-D),GS(OR-R),15021,49705,0
31,72,RD(IL-D),OS(ME-R),15021,14661,0
31,73,RD(IL-D),DS(MI-D),15021,29732,10
31,74,RD(IL-D),TS(AK-R),15021,12109,0
31,75,RD(IL-D),JS(NH-R),15021,29740,0
31,76,RD(IL-D),JT(MO-R),15021,29369,0
31,77,RD(IL-D),CT(WY-R),15021,15633,0
31,78,RD(IL-D),JW(VA-R),15021,14712,0
31,79,RD(IL-D),RW(OR-D),15021,14871,0
31,80,RD(IL-D),RB(UT-R),15021,49307,0
31,81,RD(IL-D),BC(CO-R),15021,95407,0
31,82,RD(IL-D),LC(ID-R),15021,14809,0
31,83,RD(IL-D),JG(NH-R),15021,14826,5
31,84,RD(IL-D),RL(IN-R),15021,14506,5
31,85,RD(IL-D),AS(PA-R),15021,14910,0
31,86,RD(IL-D),GV(OH-R),15021,49903,0
31,87,RD(IL-D),MB(MT-D),15021,14203,0
31,88,RD(IL-D),JB(LA-D),15021,13056,0
31,89,RD(IL-D),CD(CT-D),15021,14213,5
31,90,RD(IL-D),BG(FL-D),15021,15503,0
31,91,RD(IL-D),EH(SC-D),15021,11204,0
31,92,RD(IL-D),JK(MA-D),15021,14920,5
31,93,RD(IL-D),PL(VT-D),15021,14307,30
31,94,RD(IL-D),JR(WV-D),15021,14922,10
31,95,RD(IL-D),BF(TN-R),15021,49502,0
31,96,RD(IL-D),MM(KY-R),15021,14921,0
31,97,RD(IL-D),TD(SD-D),15021,14617,0
31,98,RD(IL-D),HR(NV-D),15021,15054,10
31,99,RD(IL-D),DI(HI-D),15021,4812,0
31,100,RD(IL-D),JR(RI-D),15021,29142,10
32,1,JE(NC-D),DA(HI-D),49902,14400,0
32,2,JE(NC-D),LA(TN-R),49902,40304,0
32,3,JE(NC-D),AA(CO-R),49902,29108,0
32,4,JE(NC-D),GA(VA-R),49902,29148,0
32,5,JE(NC-D),EB(IN-D),49902,49901,0
32,6,JE(NC-D),JB(DE-D),49902,14101,0
32,7,JE(NC-D),JB(NM-D),49902,14912,4
32,8,JE(NC-D),CB(MO-R),49902,15501,0
32,9,JE(NC-D),BB(CA-D),49902,15011,0
32,10,JE(NC-D),SB(KS-R),49902,29523,0
32,11,JE(NC-D),JB(KY-R),49902,15406,0
32,12,JE(NC-D),CB(MT-R),49902,15701,0
32,13,JE(NC-D),RB(WV-D),49902,1366,0
32,14,JE(NC-D),MC(WA-D),49902,39310,0
32,15,JE(NC-D),TC(DE-D),49902,15015,0
32,16,JE(NC-D),LC(RI-R),49902,49905,0
32,17,JE(NC-D),SC(GA-R),49902,29512,2
32,18,JE(NC-D),HC(NY-D),49902,40105,10
32,19,JE(NC-D),TC(MS-R),49902,14009,0
32,20,JE(NC-D),NC(MN-R),49902,40302,0
32,21,JE(NC-D),SC(ME-R),49902,49703,0
32,22,JE(NC-D),KC(ND-D),49902,15502,0
32,23,JE(NC-D),JC(TX-R),49902,40305,0
32,24,JE(NC-D),JC(NJ-D),49902,40104,0
32,25,JE(NC-D),MC(ID-R),49902,29345,0
32,26,JE(NC-D),MD(MN-D),49902,40101,0
32,27,JE(NC-D),MD(OH-R),49902,15020,0
32,28,JE(NC-D),ED(NC-R),49902,40303,0
32,29,JE(NC-D),PD(NM-R),49902,14103,0
32,30,JE(NC-D),BD(ND-D),49902,14812,0
32,31,JE(NC-D),RD(IL-D),49902,15021,0
32,33,JE(NC-D),JE(NV-R),49902,29537,0
32,34,JE(NC-D),ME(WY-R),49902,49706,0
32,35,JE(NC-D),RF(WI-D),49902,49309,0
32,36,JE(NC-D),DF(CA-D),49902,49300,0
32,37,JE(NC-D),PF(IL-R),49902,49900,0
32,38,JE(NC-D),LG(SC-R),49902,29566,0
32,39,JE(NC-D),CG(IA-R),49902,14226,0
32,40,JE(NC-D),CH(NE-R),49902,49704,0
32,41,JE(NC-D),TH(IA-D),49902,14230,2
32,42,JE(NC-D),OH(UT-R),49902,14503,0
32,43,JE(NC-D),KH(TX-R),49902,49306,0
32,44,JE(NC-D),JI(OK-R),49902,15424,0
32,45,JE(NC-D),JJ(VT-I),49902,94240,7
32,46,JE(NC-D),TJ(SD-D),49902,15425,4
32,47,JE(NC-D),EK(MA-D),49902,10808,0
32,48,JE(NC-D),HK(WI-D),49902,15703,0
32,49,JE(NC-D),JK(AZ-R),49902,15429,0
32,50,JE(NC-D),ML(LA-D),49902,49702,0
32,51,JE(NC-D),FL(NJ-D),49902,14914,5
32,52,JE(NC-D),CL(MI-D),49902,14709,5
32,53,JE(NC-D),JL(CT-D),49902,15704,0
32,54,JE(NC-D),BL(AR-D),49902,29305,0
32,55,JE(NC-D),TL(MS-R),49902,14031,0
32,56,JE(NC-D),JM(AZ-R),49902,15039,0
32,57,JE(NC-D),BM(MD-D),49902,14440,4
32,58,JE(NC-D),ZM(GA-D),49902,49904,2
32,59,JE(NC-D),LM(AK-R),49902,40300,0
32,60,JE(NC-D),PM(WA-D),49902,49308,4
32,61,JE(NC-D),BN(FL-D),49902,14651,0
32,62,JE(NC-D),EN(NE-D),49902,40103,0
32,63,JE(NC-D),DN(OK-R),49902,14908,0
32,64,JE(NC-D),MP(AR-D),49902,40301,0
32,65,JE(NC-D),PR(KS-R),49902,14852,10
32,66,JE(NC-D),RS(PA-R),49902,29141,0
32,67,JE(NC-D),PS(MD-D),49902,13039,0
32,68,JE(NC-D),CS(NY-D),49902,14858,5
32,69,JE(NC-D),JS(AL-R),49902,49700,0
32,70,JE(NC-D),RS(AL-R),49902,94659,0
32,71,JE(NC-D),GS(OR-R),49902,49705,5
32,72,JE(NC-D),OS(ME-R),49902,14661,0
32,73,JE(NC-D),DS(MI-D),49902,29732,0
32,74,JE(NC-D),TS(AK-R),49902,12109,0
32,75,JE(NC-D),JS(NH-R),49902,29740,0
32,76,JE(NC-D),JT(MO-R),49902,29369,0
32,77,JE(NC-D),CT(WY-R),49902,15633,0
32,78,JE(NC-D),JW(VA-R),49902,14712,0
32,79,JE(NC-D),RW(OR-D),49902,14871,0
32,80,JE(NC-D),RB(UT-R),49902,49307,0
32,81,JE(NC-D),BC(CO-R),49902,95407,0
32,82,JE(NC-D),LC(ID-R),49902,14809,0
32,83,JE(NC-D),JG(NH-R),49902,14826,0
32,84,JE(NC-D),RL(IN-R),49902,14506,0
32,85,JE(NC-D),AS(PA-R),49902,14910,0
32,86,JE(NC-D),GV(OH-R),49902,49903,0
32,87,JE(NC-D),MB(MT-D),49902,14203,0
32,88,JE(NC-D),JB(LA-D),49902,13056,5
32,89,JE(NC-D),CD(CT-D),49902,14213,0
32,90,JE(NC-D),BG(FL-D),49902,15503,0
32,91,JE(NC-D),EH(SC-D),49902,11204,5
32,92,JE(NC-D),JK(MA-D),49902,14920,2
32,93,JE(NC-D),PL(VT-D),49902,14307,0
32,94,JE(NC-D),JR(WV-D),49902,14922,0
32,95,JE(NC-D),BF(TN-R),49902,49502,0
32,96,JE(NC-D),MM(KY-R),49902,14921,0
32,97,JE(NC-D),TD(SD-D),49902,14617,0
32,98,JE(NC-D),HR(NV-D),49902,15054,0
32,99,JE(NC-D),DI(HI-D),49902,4812,0
32,100,JE(NC-D),JR(RI-D),49902,29142,5
33,1,JE(NV-R),DA(HI-D),29537,14400,0
33,2,JE(NV-R),LA(TN-R),29537,40304,5
33,3,JE(NV-R),AA(CO-R),29537,29108,10
33,4,JE(NV-R),GA(VA-R),29537,29148,5
33,5,JE(NV-R),EB(IN-D),29537,49901,0
33,6,JE(NV-R),JB(DE-D),29537,14101,0
33,7,JE(NV-R),JB(NM-D),29537,14912,0
33,8,JE(NV-R),CB(MO-R),29537,15501,0
33,9,JE(NV-R),BB(CA-D),29537,15011,0
33,10,JE(NV-R),SB(KS-R),29537,29523,0
33,11,JE(NV-R),JB(KY-R),29537,15406,0
33,12,JE(NV-R),CB(MT-R),29537,15701,15
33,13,JE(NV-R),RB(WV-D),29537,1366,0
33,14,JE(NV-R),MC(WA-D),29537,39310,0
33,15,JE(NV-R),TC(DE-D),29537,15015,0
33,16,JE(NV-R),LC(RI-R),29537,49905,5
33,17,JE(NV-R),SC(GA-R),29537,29512,5
33,18,JE(NV-R),HC(NY-D),29537,40105,0
33,19,JE(NV-R),TC(MS-R),29537,14009,5
33,20,JE(NV-R),NC(MN-R),29537,40302,0
33,21,JE(NV-R),SC(ME-R),29537,49703,0
33,22,JE(NV-R),KC(ND-D),29537,15502,0
33,23,JE(NV-R),JC(TX-R),29537,40305,5
33,24,JE(NV-R),JC(NJ-D),29537,40104,0
33,25,JE(NV-R),MC(ID-R),29537,29345,10
33,26,JE(NV-R),MD(MN-D),29537,40101,0
33,27,JE(NV-R),MD(OH-R),29537,15020,0
33,28,JE(NV-R),ED(NC-R),29537,40303,0
33,29,JE(NV-R),PD(NM-R),29537,14103,0
33,30,JE(NV-R),BD(ND-D),29537,14812,0
33,31,JE(NV-R),RD(IL-D),29537,15021,5
33,32,JE(NV-R),JE(NC-D),29537,49902,0
33,34,JE(NV-R),ME(WY-R),29537,49706,5
33,35,JE(NV-R),RF(WI-D),29537,49309,0
33,36,JE(NV-R),DF(CA-D),29537,49300,5
33,37,JE(NV-R),PF(IL-R),29537,49900,0
33,38,JE(NV-R),LG(SC-R),29537,29566,5
33,39,JE(NV-R),CG(IA-R),29537,14226,0
33,40,JE(NV-R),CH(NE-R),29537,49704,10
33,41,JE(NV-R),TH(IA-D),29537,14230,5
33,42,JE(NV-R),OH(UT-R),29537,14503,5
33,43,JE(NV-R),KH(TX-R),29537,49306,5
33,44,JE(NV-R),JI(OK-R),29537,15424,10
33,45,JE(NV-R),JJ(VT-I),29537,94240,0
33,46,JE(NV-R),TJ(SD-D),29537,15425,0
33,47,JE(NV-R),EK(MA-D),29537,10808,5
33,48,JE(NV-R),HK(WI-D),29537,15703,0
33,49,JE(NV-R),JK(AZ-R),29537,15429,10
33,50,JE(NV-R),ML(LA-D),29537,49702,5
33,51,JE(NV-R),FL(NJ-D),29537,14914,0
33,52,JE(NV-R),CL(MI-D),29537,14709,0
33,53,JE(NV-R),JL(CT-D),29537,15704,0
33,54,JE(NV-R),BL(AR-D),29537,29305,5
33,55,JE(NV-R),TL(MS-R),29537,14031,0
33,56,JE(NV-R),JM(AZ-R),29537,15039,5
33,57,JE(NV-R),BM(MD-D),29537,14440,0
33,58,JE(NV-R),ZM(GA-D),29537,49904,0
33,59,JE(NV-R),LM(AK-R),29537,40300,5
33,60,JE(NV-R),PM(WA-D),29537,49308,0
33,61,JE(NV-R),BN(FL-D),29537,14651,5
33,62,JE(NV-R),EN(NE-D),29537,40103,0
33,63,JE(NV-R),DN(OK-R),29537,14908,0
33,64,JE(NV-R),MP(AR-D),29537,40301,0
33,65,JE(NV-R),PR(KS-R),29537,14852,0
33,66,JE(NV-R),RS(PA-R),29537,29141,5
33,67,JE(NV-R),PS(MD-D),29537,13039,0
33,68,JE(NV-R),CS(NY-D),29537,14858,0
33,69,JE(NV-R),JS(AL-R),29537,49700,5
33,70,JE(NV-R),RS(AL-R),29537,94659,0
33,71,JE(NV-R),GS(OR-R),29537,49705,5
33,72,JE(NV-R),OS(ME-R),29537,14661,0
33,73,JE(NV-R),DS(MI-D),29537,29732,0
33,74,JE(NV-R),TS(AK-R),29537,12109,5
33,75,JE(NV-R),JS(NH-R),29537,29740,5
33,76,JE(NV-R),JT(MO-R),29537,29369,0
33,77,JE(NV-R),CT(WY-R),29537,15633,5
33,78,JE(NV-R),JW(VA-R),29537,14712,0
33,79,JE(NV-R),RW(OR-D),29537,14871,0
33,80,JE(NV-R),RB(UT-R),29537,49307,0
33,81,JE(NV-R),BC(CO-R),29537,95407,0
33,82,JE(NV-R),LC(ID-R),29537,14809,10
33,83,JE(NV-R),JG(NH-R),29537,14826,10
33,84,JE(NV-R),RL(IN-R),29537,14506,5
33,85,JE(NV-R),AS(PA-R),29537,14910,0
33,86,JE(NV-R),GV(OH-R),29537,49903,5
33,87,JE(NV-R),MB(MT-D),29537,14203,0
33,88,JE(NV-R),JB(LA-D),29537,13056,0
33,89,JE(NV-R),CD(CT-D),29537,14213,0
33,90,JE(NV-R),BG(FL-D),29537,15503,0
33,91,JE(NV-R),EH(SC-D),29537,11204,0
33,92,JE(NV-R),JK(MA-D),29537,14920,0
33,93,JE(NV-R),PL(VT-D),29537,14307,0
33,94,JE(NV-R),JR(WV-D),29537,14922,0
33,95,JE(NV-R),BF(TN-R),29537,49502,0
33,96,JE(NV-R),MM(KY-R),29537,14921,0
33,97,JE(NV-R),TD(SD-D),29537,14617,0
33,98,JE(NV-R),HR(NV-D),29537,15054,30
33,99,JE(NV-R),DI(HI-D),29537,4812,0
33,100,JE(NV-R),JR(RI-D),29537,29142,0
34,1,ME(WY-R),DA(HI-D),49706,14400,0
34,2,ME(WY-R),LA(TN-R),49706,40304,5
34,3,ME(WY-R),AA(CO-R),49706,29108,0
34,4,ME(WY-R),GA(VA-R),49706,29148,0
34,5,ME(WY-R),EB(IN-D),49706,49901,0
34,6,ME(WY-R),JB(DE-D),49706,14101,0
34,7,ME(WY-R),JB(NM-D),49706,14912,15
34,8,ME(WY-R),CB(MO-R),49706,15501,5
34,9,ME(WY-R),BB(CA-D),49706,15011,2
34,10,ME(WY-R),SB(KS-R),49706,29523,0
34,11,ME(WY-R),JB(KY-R),49706,15406,5
34,12,ME(WY-R),CB(MT-R),49706,15701,7
34,13,ME(WY-R),RB(WV-D),49706,1366,0
34,14,ME(WY-R),MC(WA-D),49706,39310,0
34,15,ME(WY-R),TC(DE-D),49706,15015,0
34,16,ME(WY-R),LC(RI-R),49706,49905,0
34,17,ME(WY-R),SC(GA-R),49706,29512,0
34,18,ME(WY-R),HC(NY-D),49706,40105,5
34,19,ME(WY-R),TC(MS-R),49706,14009,10
34,20,ME(WY-R),NC(MN-R),49706,40302,0
34,21,ME(WY-R),SC(ME-R),49706,49703,0
34,22,ME(WY-R),KC(ND-D),49706,15502,5
34,23,ME(WY-R),JC(TX-R),49706,40305,0
34,24,ME(WY-R),JC(NJ-D),49706,40104,0
34,25,ME(WY-R),MC(ID-R),49706,29345,0
34,26,ME(WY-R),MD(MN-D),49706,40101,0
34,27,ME(WY-R),MD(OH-R),49706,15020,0
34,28,ME(WY-R),ED(NC-R),49706,40303,5
34,29,ME(WY-R),PD(NM-R),49706,14103,0
34,30,ME(WY-R),BD(ND-D),49706,14812,5
34,31,ME(WY-R),RD(IL-D),49706,15021,0
34,32,ME(WY-R),JE(NC-D),49706,49902,0
34,33,ME(WY-R),JE(NV-R),49706,29537,0
34,35,ME(WY-R),RF(WI-D),49706,49309,0
34,36,ME(WY-R),DF(CA-D),49706,49300,5
34,37,ME(WY-R),PF(IL-R),49706,49900,0
34,38,ME(WY-R),LG(SC-R),49706,29566,0
34,39,ME(WY-R),CG(IA-R),49706,14226,10
34,40,ME(WY-R),CH(NE-R),49706,49704,10
34,41,ME(WY-R),TH(IA-D),49706,14230,0
34,42,ME(WY-R),OH(UT-R),49706,14503,0
34,43,ME(WY-R),KH(TX-R),49706,49306,5
34,44,ME(WY-R),JI(OK-R),49706,15424,0
34,45,ME(WY-R),JJ(VT-I),49706,94240,0
34,46,ME(WY-R),TJ(SD-D),49706,15425,10
34,47,ME(WY-R),EK(MA-D),49706,10808,5
34,48,ME(WY-R),HK(WI-D),49706,15703,0
34,49,ME(WY-R),JK(AZ-R),49706,15429,0
34,50,ME(WY-R),ML(LA-D),49706,49702,0
34,51,ME(WY-R),FL(NJ-D),49706,14914,5
34,52,ME(WY-R),CL(MI-D),49706,14709,0
34,53,ME(WY-R),JL(CT-D),49706,15704,5
34,54,ME(WY-R),BL(AR-D),49706,29305,0
34,55,ME(WY-R),TL(MS-R),49706,14031,0
34,56,ME(WY-R),JM(AZ-R),49706,15039,0
34,57,ME(WY-R),BM(MD-D),49706,14440,10
34,58,ME(WY-R),ZM(GA-D),49706,49904,0
34,59,ME(WY-R),LM(AK-R),49706,40300,5
34,60,ME(WY-R),PM(WA-D),49706,49308,10
34,61,ME(WY-R),BN(FL-D),49706,14651,0
34,62,ME(WY-R),EN(NE-D),49706,40103,0
34,63,ME(WY-R),DN(OK-R),49706,14908,0
34,64,ME(WY-R),MP(AR-D),49706,40301,0
34,65,ME(WY-R),PR(KS-R),49706,14852,0
34,66,ME(WY-R),RS(PA-R),49706,29141,5
34,67,ME(WY-R),PS(MD-D),49706,13039,0
34,68,ME(WY-R),CS(NY-D),49706,14858,5
34,69,ME(WY-R),JS(AL-R),49706,49700,5
34,70,ME(WY-R),RS(AL-R),49706,94659,5
34,71,ME(WY-R),GS(OR-R),49706,49705,0
34,72,ME(WY-R),OS(ME-R),49706,14661,0
34,73,ME(WY-R),DS(MI-D),49706,29732,0
34,74,ME(WY-R),TS(AK-R),49706,12109,0
34,75,ME(WY-R),JS(NH-R),49706,29740,0
34,76,ME(WY-R),JT(MO-R),49706,29369,0
34,77,ME(WY-R),CT(WY-R),49706,15633,15
34,78,ME(WY-R),JW(VA-R),49706,14712,0
34,79,ME(WY-R),RW(OR-D),49706,14871,0
34,80,ME(WY-R),RB(UT-R),49706,49307,0
34,81,ME(WY-R),BC(CO-R),49706,95407,10
34,82,ME(WY-R),LC(ID-R),49706,14809,5
34,83,ME(WY-R),JG(NH-R),49706,14826,15
34,84,ME(WY-R),RL(IN-R),49706,14506,0
34,85,ME(WY-R),AS(PA-R),49706,14910,0
34,86,ME(WY-R),GV(OH-R),49706,49903,0
34,87,ME(WY-R),MB(MT-D),49706,14203,12
34,88,ME(WY-R),JB(LA-D),49706,13056,0
34,89,ME(WY-R),CD(CT-D),49706,14213,0
34,90,ME(WY-R),BG(FL-D),49706,15503,0
34,91,ME(WY-R),EH(SC-D),49706,11204,0
34,92,ME(WY-R),JK(MA-D),49706,14920,0
34,93,ME(WY-R),PL(VT-D),49706,14307,0
34,94,ME(WY-R),JR(WV-D),49706,14922,0
34,95,ME(WY-R),BF(TN-R),49706,49502,0
34,96,ME(WY-R),MM(KY-R),49706,14921,0
34,97,ME(WY-R),TD(SD-D),49706,14617,5
34,98,ME(WY-R),HR(NV-D),49706,15054,2
34,99,ME(WY-R),DI(HI-D),49706,4812,0
34,100,ME(WY-R),JR(RI-D),49706,29142,0
35,1,RF(WI-D),DA(HI-D),49309,14400,0
35,2,RF(WI-D),LA(TN-R),49309,40304,5
35,3,RF(WI-D),AA(CO-R),49309,29108,0
35,4,RF(WI-D),GA(VA-R),49309,29148,0
35,5,RF(WI-D),EB(IN-D),49309,49901,0
35,6,RF(WI-D),JB(DE-D),49309,14101,0
